,0,1
4,차이가 있다,to be a difference; distinction
5,전퉁을 지키다,to uphold tradtion
6,영향을 받다,to be influenced; affected
7,독특하다,to be unique
8,흥미롭다,to be exciting
9,단순하다,to be simple; naïve
10,평범하다,to be ordinary
11,흔하다,to be commonplace
12,직업별,career-wise
13,분야별,by field
14,지역별,by region
15,나이별,by age
16,나라별,by country
17,찻잔,tea cup
18,디자인,design
19,필요 없다,to not have need
20,벼룩시장,flea market
21,트렁크,trunk
22,싣다,to lad; carry
23,들르다,to stop by
24,두리안,durian
25,야시장,night market
26,향초,herb; incense
27,향,scent
28,정사각형,square
29,수상시장,floating market
30,대륙,continent
31,다양하다,to be diverse
32,민속놀이,folk games
33,한강시민공원,Han River park
34,체험 행사,hands-on experience
35,부채춤,Korean fan dance
36,탈춤,Korean mask dance
37,장구춤,Jangu Drum dance
38,민속춤,folk village
39,관련,relation; connection
40,보유하다,to have and hold
41,따르다,to comply; obey
42,재산,property; wealth
43,물려받다,to inherit; succeed
44,실뜨기,cat's cradle game
45,즐겨하다,to enjoy; please
46,실,thread
47,단순하다,to be simple
48,평범하다,to be ordinary; common
49,두뇌 발달,brain development
50,효과가 있다,to be effective; have an effect
51,엄지,thumb
52,새끼손가락,little finger
53,걸다,to hang
54,당기다,to pull; tug
55,줄넘기,jumprope
56,숨바꼭질,hide-and-seek
57,구슬치기,marbles
58,준비물,materials to prepare
59,술래,"tagger; ""it"""
60,사투리,dialect
61,관심을 갖다,to pay attention; to give a care for
62,출신,origin
63,역양,intonation; accent
64,말투,one's way of speaking
65,표준어,standard language
66,분명하다,to be clear; distinct
67,무뚝뚝하다,to be curt; blunt
68,감탄사,interjection; exclamation
69,끌다,to pull; draw out
70,점잖다,to be gentle
71,특색,distinct characteristic
72,보존하다,to preserve
73,원인,cause
74,교류,exchange; interchange
75,돌려 말하다,to be around the bush
76,주장을 내세우다,to insist on
77,반복하다,to repeat; iterate
78,현대인,contemporary man
79,가정을 이루다,to start a family/home
80,방식,way; method
81,구성하다,to compose; construct
82,한족,Han
83,좡족,Chuang
84,다수,many; majority
85,소수민족,minority race
86,남서부,southwest
87,주변,surroundings
88,집안,household
89,가장,most; best
90,존재하다,to exist
91,이모,aunt; mother's sister
92,손녀,granddaughter
93,외삼촌,uncle
94,외손자,grandson
95,성인식,coming of age celebration
96,키우다,to raise; bring up
97,의무,obligation; duty
98,야크를 치다,to strike a yak?
99,세월,time
100,형태,shape; form
101,대문,gate
102,막대기,a stick; rod
0,계획성이 없다,to not plan ahead
1,눈치가 없다,to be slow-witted
2,고집이 세다,to be stubborn
3,자존심이 강하다,to have strong pride
4,불만이다,to be dissatisfied
5,속상하다,to be upset; distressed
6,발끈하다,to fly into a rage
7,따지다,to nitpick
8,지적하다,to point out
9,여성스럽다,to be lady-like
10,사랑스럽다,to be lovely
11,자랑스럽다,to be boastful
12,당황스럽다,to be embarassed
13,걱정스럽다,to be troubled
14,가능,possibility
15,사용법,instructions
16,헬스클럽,healthclub
17,광고,advertisement
18,전문적,specialized; professional
19,최신식,the latest style
20,사우나,sauna
21,주년,anniversary
22,기념,commemoration
23,이벤트,event
24,회원,member; membership
25,최상,the best
26,최고급,the finest
27,증정,present; gift
28,저렴하다,to be cheap; inexpensive
29,저축,savings
30,말다툼하다,to dispute; bicker
31,취향,taste; preference
32,록 콘서트,rock concert
33,드라이브,drive
34,삼촌,uncle (mother's side)
35,최근,lately
36,포기하다,to give up; back down
37,늘,always; all the time
38,거울,mirror
39,실제,truth; reality
40,남자답다,to be manly
41,몸매,figure; form
42,옷장,closet; warddrobe
43,옷자림,dress; attire
44,거절하다,to refuse; turn down
45,심각하다,to be serious; severe
46,상사,superior; boss
47,원만하다,to be easygoing; amicable
48,기대하다,to expect; anticipate
49,수준,level; standard
50,고르다,to choose; select
51,정식,legal; formal
52,모처럼,for a long time
53,기분이 나다,to get in the mood
54,메뉴판,menu
55,판매점,store; shop
56,현금,cash
57,의논하다,to discuss; consult
58,다림질,ironing
59,택배,parcel service
60,커피를 내리다,to brew coffee
61,식빵,sliced bread
62,복사하다,to photocopy
63,달래다,to soothe; calm
64,기저귀를 갈다,to change a diaper
65,흥미롭다,to be exciting; interesting
66,평균,average
67,대부분,most of
68,동시에,at the same time
69,허둥대다,to get flustered
70,침착하다,to be calm; composed
71,우왕좌왕하다,to run about in confusion
72,엉망이다,to be messy; chaotic
73,주어지다,to be allowed
74,순서,order; sequence
75,뛰어나다,to be excellent; outstanding
76,능력,ability
77,뒤떨어지다,to fall behind; lag
78,시키다,to order; have made
79,한꺼번에,at once; at the same time
80,출처,source; origin
81,실험,experiment
82,주차하다,to park
83,감정이 풍부하다,to be emotional
84,근거,grounds; basis
85,토론을 하다,to hold a debate
86,의상 디자이너,dress designer
87,의상실,boutique
88,최초,the first
89,조종사,pilot
90,부기장,account book
91,임명되다,to be appointed
92,기장,captain
93,면허,license
94,발급되다,to be issued; published
95,차지하다,to account for
96,지휘자,conductor
97,상임,permanent; standing
0,감상,appreciation
1,평가,appraisal
2,대단하다,to be immense; huge
3,감동적이다,to be touching; moving
4,지루하다,to be boring; irksome
5,신이 나다,to get excited
6,가슴이 찡하다,to feel one's heart choke up
7,수준이 높다,to be a high standard/level
8,기대만 못하다,to be unable to meet one's expectations
9,이해가 안 되다,to be beyond understanding
10,설명이 필요 없다,to have no need for explanation
11,불거리,spectacle; attraction
12,이야깃거리,subject; topic
13,웃음거리,laughing stock
14,걱정거리,worriment; anxiety
15,관심거리,concerns
16,교포,foreign-born Korean
17,발라드,ballad
18,댄스곡,dance music
19,근무지,one's place of work
20,판매,buying and selling
21,장기자랑,talent show
22,힙합,hip-hop
23,탭 댄스,tap dance
24,마술,magic
25,민속 공연,traditional performances
26,존경하다,to admire
27,문자,letter; message
28,대표하다,to represent; delegate
29,하이서울페스티벌,HiSeoul Festival
30,곳곳,here and there
31,진행되다,to move at a snail's pace
32,감상하다,to appreciate; enjoy
33,화려하다,feast; banquet
34,불꽃놀이,to be fancy
35,사물놀이,fireworks
36,연주님,traditional percussion quartet
37,연주팀,performance team
38,국립국악단,the National Center for Korean Traditional Performing Arts
39,비보이,B-Boy
40,한자리,one place; together
41,어우러지다,to mingle
42,기회를 놓치다,to miss the opportunity
43,신경 쓰다,to bother; show concern
44,보령 머드축제,Boryeong Mud Festival
45,하얼빈 빙등제,Harbin Ice Lantern Festival
46,삼바,Samba
47,대천,a large river
48,해수욕장,sea bathing area
49,펼쳐지다,to spread; stretch out
50,국내외,internal and external
51,관광객,tourists
52,몰려들다,to crowd; flock
53,미끄럽틀,a slide
54,유튜브,Youtube
55,체험프로그램,trial program
56,요트,yacht
57,반응,reaction
58,궁중음악,court music
59,부채춤,Korean fan dance
60,인상적이다,to be memorable; impressive
61,우아하다,to be elegant; graceful
62,춤동작,choreography
63,판소리,dramatic song storytelling
64,정서,emotion; feeling
65,연주다,musician; performer
66,후회하다,to regret
67,강강술래,traditional Korean circle dance
68,케이 팝,K-pop
69,공포 영화,horror movie
70,멜로 영화,melodramatic movie
71,재즈,jazz
72,은근히,"quietly, inwardly"
73,넘어가다,to be taken in; fooled
74,임,one's beloved
75,발병,occur
76,왠지 모르게,for some unknown reason
77,민요,folk song
78,지역,area; district
79,경기,economy; business
80,정선,careful selection
81,널리,far and wide
82,방식,way; means
83,신선하다,to be fresh; new
84,새롭다,to be new
85,유네스코,UNESCO
86,인류무형유산,Heritage of Humanity
87,가사,lyrics
88,거지,beggar
89,억수 장마,a long spell of heavy rain
90,동지섣달,the 11th and 12th months of the Lunar Calendar
0,눈이 침침하다,to have blurred vision
1,목이 뻣뻣하다,to have a stiff neck
2,목이 따끔거리다,to have a scratchy throat
3,속이 거북하다,to feel bloated
4,가슴이 답답하다,to feel stress/pressure/stifled
5,막히다,to be blocked
6,붓다,to swell
7,쓰리다,to have a burning sensation
8,가렵다,to be itchy
9,절리다,to be numb
10,과로,over-work
11,과식,over-eat
12,과음,over-drink
13,과속,speed
14,과소비,excessive spending
15,낙지볶음,fried small octopus
16,허리를 펴다,to bend one's waist forward
17,곱창,beef/pork intestines
18,즐겨 입다,to put on
19,말이 씨가 되다,to be careful what you ask for
20,무리하다,to overdo one's self
21,자꾸만,repeatedly
22,엄살이다,to be fussy
23,엄살을 부리다,to exaggerate
24,온몸,whole body
25,불규칙하다,to be irregular
26,후회하다,to regret
27,툭하면,easily; without much restance
28,사람을 치다,to hit someone
29,경고하다,to warn; caution
30,질,quality
31,예방하다,to prevent
32,치료하다,to treat; cure
33,휴가철,vacation season
34,패키지,package
35,고급스럽다,to be luxurious
36,휴식,rest; break
37,약속드리다,to give one's word
38,특식,special meal
39,풀코스,full-course
40,헬스클럽,health club
41,야외,outside
42,최고급,the finest
43,오일 마사지,oil massage
44,과일 바구니,fruit basket
45,증정,present; gift
46,명상,meditation
47,사찰,Buddhist Temple
48,다도,tea ceremony
49,체험,experience
50,잡곡밥,multi-grain rice
51,건강식,health food
52,버섯,mushroom
53,변비,bowel movement
54,경고,warning
55,지나치다,to be excessive
56,흡연,smoking
57,폐암,lung cancer
58,각종,every kind; all sorts
59,질병,illness; disease
60,병들다,to fall sick
61,간암,liver cancer
62,음주,drinking
63,작업,work; job
64,발생률,incidence rate
65,알코올 중독,alcoholism
66,유발하다,to cause; trigger
67,응급의료정보센터,Medical Information Center
68,숨을 쉬다,to breath
69,적다,to be few; small
70,푹,well; deeply
71,체하다,to have an upset stomach
72,손을 따다,to pick a hand
73,신경을 쓰다,to take care off
74,밥을 거르다,to skip a meal
75,치료를 받다,to receive treatment
76,건강검진을 받다,to get a health checkup
77,침을 삼키다,to swallow one's spit
78,발목,wrist
79,삐다,to sprain
80,한의원,Traditional Oriental Medical Clinic
81,멍이 들다,to bruise; turn black and blue
82,확인하다,to check; confirm
83,누르다,to press
84,뼈,bone
85,검사하다,to examine; inspect
86,붕대를 감다,to put a bandage
87,깁스를 하다,to put a cast
88,침을 놓다,to apply accupuncture
89,얼음찜질,to apply an ice pack
90,한약,Traditional Oriental Medicine
91,민간요법,home remedy
92,생강,ginger
93,반죽,dough; paste
94,진맥을 하다,to check for a pulse
95,흐르다,to flow; run
96,맥박,pulse
97,뜸을 뜨다,to cauturize with moxa
98,약초,medicinal herbs
99,약을 달이다,to detoct; prepare medicine
0,의견,opinion
1,행동,behavior
2,말도 안 되다,to be out of the question
3,현실성이 없다,to be impractical
4,얖뒤가 안 맞다,to be incoherent
5,논란이 되다,to be controversial
6,문제가 안 되다,to not matter
7,배려를 하다,to be considerate
8,불편을 주다,to cause an inconvenience
9,양해를 구하다,to ask to be excused
10,양심이 없다,to have no conscience
11,방해가 되다,to be in the way
12,젓가락질,using chopsticks
13,망치질,hammering
14,도둑질,stealing
15,손가락질,pointing a finger
16,딸꾹질,hiccuping
17,포기하다,to give up; forgo
18,훔치다,to pilfer; steal
19,연애하다,to date; go out
20,우정,friendship
21,육체노동,manual labor
22,정신노동,mental labor
23,진심,sincerity
24,세디 차이,generation gap
25,용기,courage; guts
26,관계를 끊다,to cut off relations
27,청혼을 하다,to propose
28,기대다,to lean
29,미래,the future; in advance
30,공공장소,public area; space
31,냄새가 나다,to stink
32,옳다,to be right; proper
33,그르다,to be wrong; incorrect
34,빨래를 널다,to hang out laundry to dry
35,좌석,seat
36,젖히다,to bend; lean back
37,주민,resident
38,관리사무소,management office
39,이웃집,neighboring house
40,들려오다,to come into hearing
41,소음,noise
42,불편을 겪다,to experience
43,항의,complaint; protest
44,악기,instrument
45,진행하다,to progress
46,대표,representative
47,금지하다,to be prohibited
48,한밤중,the middle of the night
49,따라서,therefore; thus
50,개인,individual; personal
51,사회생활,social life
52,경우,case; circumstance
53,비용,cost; expense
54,음식물,food and drink
55,반입,carry
56,상영관,theatre
57,건의하다,to propose; suggest
58,개봉되다,to be released
59,잔뜩,very; quite
60,집중하다,to concentrate; focus
61,코를 막다,to hold one's nose
62,음향 시설,acoustics
63,당장,right away; right now
64,우선,first; above all
65,지정하다,to designate
66,늘려가다,to increase
67,생생하다,to be vivid; graphic
68,묻다,to ask; inquire
69,도로,road
70,경제적,economical; financial
71,임금님,king; monarch
72,백성,subjects
73,대궐,palace
74,달아 놓다,to charge
75,북,drum
76,초기,beginning; early part
77,설치하다,to install
78,사연,story; situation
79,민원 창구,a window for civil complaints
0,속담,proverb
1,관용어,idioms
2,호랑이도 제 말하면 온다,"speak of the devil, and he will appear."
3,개구리 올챙이 적 생각 못한다,danger past; God forgotten.
4,소 잃고 외양간 고친다,to lock the stable door after the horse has been stolen
5,고래 싸움에 새우 등 터진다,an innocent bystander gets hurt in a fight
6,세 살 버릇 여든까지 간다,old habits die hard
7,믿는 도끼데 발등 찍힌다,trust makes way for treachery
8,원숭이도 나무에서 떨어질 때가 있다,even homer sometimes nods
9,젊어서 고생은 사서도 한다,early training means more than late learning
10,천 리 길도 한 걸음부터,a journey of a thousand miles begins with the first step
11,시작이 반이다,well begun is half done
12,입이 가볍다,to be talkative; big-mouthed
13,입이 무겁다,to be taciturn
14,입이 짧다,to have a small appetite
15,눈이 높다,to be picky
16,귀가 얇다,to be gullible
17,얼굴이 두껍다,to be brazen; shameless
18,야단을 치다,to scold; tell off
19,인정을 받다,to receive recognition; commend
20,신입사원,entry-level employee
21,관련되다,to be related; connected
22,부장님,dept. head
23,혼나다,to get a scolding
24,마트,mart
25,경쟁,competition; contest
26,장사가 안 되다,to be slow in business
27,눈덩이,snowball
28,외로움,loneliness
29,상식,common sense
30,풍부하다,to be ample; plentiful
31,조깅,jogging
32,제대로,properly; right
33,죽마고우,childhood friend
34,사연,story; situation
35,철석같이 맏다,to pin one's trust in
36,뜸하다,to be seldom; rare
37,배신감,sense of betrayal
38,석사,master
39,논문,thesis
40,조급하다,to be impatient
41,느긋하게,to be laid-back; easygoing
42,눈 코 뜰 새 없이 바쁘다,to live in a whirl of business
43,박사 과정,doctorate's course
44,마감,end; finish
45,겹치다,to overlap; coincide
46,하필이면,of all places; occasions
47,겨우,barely; only
48,전셋집,house on deposit
49,평범하다,to be ordinary; common
50,직장인,office worker
51,강당,hall
52,행사,event; function
53,큰돈,large fortune
54,소중하다,to be precious; dear
55,소감,impression; thoughts
56,아니 땐 굴뚝에 연기 날까,"where there's smoke, there's fire"
57,스킨들,scandal
58,네티즌,netizen
59,지켜보다,to watch; observe
60,출국하다,to leave the country
61,매니저,manager
62,그림의 떡,pie in the sky
63,제사,ancestral rites
64,바늘,needle
65,농업,agriculture; farming
66,농사짓다,to learn/do farming
0,손재주가 좋다,to have good dexterity
1,이해가 빠르다,to be quick to understand
2,설득력이 있다,to be persuasive
3,책임감이 강하다,to have a strong sense of responsibility
4,소질이 있다,to have talent
5,적성에 맞다,to match one's aptitude
6,진로를 정하다,to choose a course; path
7,전공을 살리다,to utilize one's major
8,예술적,artistic
9,실용적,practical
10,사교적,sociable
11,소극적,lacking enthusiasm
12,적극적,enthusiastic
13,긍정적,positive; affirmative
14,부정적,negative; pessimistic
15,한국학과,Korean studies
16,떨어지다,to fall; drop
17,붙다,to pass; stick
18,기회,opportunity
19,소리를 내다,to say outloud
20,하루 종일,every day
21,언젠가는,sometime or other
22,성공하다,to be successful
23,나중에는,later on
24,서너 번,three or four times
25,밥을 사다,to buy food
26,승진,promotion; advancement
27,속상하다,to be upset; distressed
28,참석하다,to attend
29,암벽등반,rock climbing
30,교수님,teacher; professor
31,합격하다,to pass
32,결국,finally; eventually
33,해내다,to accomplish
34,알아듣다,to follow; understand
35,적응하다,to adjust; adapt
36,금방,soon
37,인턴사원,intern
38,뽑히다,to be chosen; pulled
39,올해,this year
40,오디션,audition
41,반대하다,to oppose
42,설득하다,to persuade
43,꿈을 이루다,to achieve one's dream
44,마음이 맞다,to be like-minded
45,특징,special characteristic
46,반찬,side dishes
47,요리법,recipe
48,스스로,by ones self
49,해결하다,to settle; resolve
50,장점,advantage; strength
51,속도,speed; pace
52,차이점,difference
53,젓가락,chopsticks
54,다른 점,another point
55,상식,common sense
56,조언하다,to advice
57,쉽게,easily
58,문제가 풀리다,to have a problem be resolved
59,인사,greeting
60,따라하다,to follow
61,음감,pitch
62,따르다,to be accompanied by
63,소리,sound
64,악보,music; score
65,점점,gradually
66,매력에 빠지다,to fall for one's charm
67,분야,area; field
68,들어주다,to grant
69,상담하다,to counsil; consult
70,매력,charm; appeal
71,의논하다,to have a discussion; conversation
72,작곡,music composition
73,작사,lyric composition
74,글을 쓰다,to write
75,말을 잘하다,to speak well
76,목소리,voice
77,패션 감각,fashion sense
78,리더십,leadership
79,성실하다,to be diligent
80,명확하게 설멍하다,to explain clearly
81,성우,voice actor
82,선택하다,to select; choose
83,예전,the old days
84,방송,broadcasting
85,프로그램,program
86,연극영화과,Dept. of Theatre and Film
87,신문방송학과,Dept. of Mass Media/Communication
88,진학하다,to enter; get into
89,관련되다,to hand-in-hand; have sth to do with
90,학점,credit; grade
91,집중하다,to focus; concentrate
92,그만두다,to quit
93,도움,help
94,늘리다,to have improved; increased
95,돈을 내다,to submit money
96,두렵다,to be fearful; scared
97,전공하다,to major in
98,앞두다,to have sth ahead
99,보람을 느끼다,to feel worth it
100,기획하다,to devise a plan
101,여행객,tourist
102,여행 가이드,tour guide
103,서비스업,service industry
104,적극적이다,to be enthusiastic; active
105,업무,work; task
106,능력,ability
107,항공사,airline
108,근무하다,to be on duty
109,승객,passenger
110,승무원,crewmen
111,평소에,ordinarily
112,법과대학,College of Law
113,경영대학,College of Business
114,인문대학,College of Humanities
115,사회과학대학,College of Social Sciences
116,자연과학대학,College of Environmental Science
117,공과대학,College of Engineering
118,외과대학,College of Medicine
119,약학대학,College of Pharmacy
120,미술대학,College of Art
121,음악대학,College of Music
122,사범대학,College of Education
123,체육대학,College of Sports/Exercise Science
124,농업생명과학대학,College of Agriculture
125,생활과학대학,College of Community/Life
126,수의과대학,College of Veterinary Medicine
127,철학,Philosophy
128,정치학,political science
129,수학 교육,Math Education
130,화학,Chemistry
131,식품 영양학,Nutrition and Food Science
132,컴퓨터 공학,Computer Engineering
133,동양화,Oriental Painting
0,득점을 하다,to score; gain points
1,승부가 나다,to achieve a victory
2,승부욕이 강하다,to have a strong desire for winning
3,연장전을 하다,to do overtime
4,결승전에 진출하다,to play in the finals
5,막상막하이다,to be neck-to-neck; well-matched
6,정정당당하다,to be fair
7,자신만만하다,to be full of confidence
8,아슬아슬하다,to be risky; close
9,흥미진진하다,to be fascinating; exciting
10,규칙을 지키다,to follow the rules
11,반칙을 하다,to make a foul; play against the rules
12,경고를 받다,to receive a warning
13,퇴장을 당하다,to be sent out
14,얇다,to be thin; flimsy
15,소용없다,to be useless
16,실력 차이가 나다,to have distinctive skills
17,상대편,opponent; rival
18,아쉽다,to be sad; a shame
19,전반전,first half
20,후반전,second half
21,골을 넣다,to score a goal
22,아깝다,to be regretful; unfortunate
23,역전패하다,to suffer a reversal
24,체력이 떨어지다,to lose strength; stamina
25,비기다,to tie; draw
26,부상을 당하다,to suffer an injury
27,핸드볼,handball
28,합,sum; total
29,세트,set
30,지치다,to get tired; be exhausted
31,심장,heart
32,별명,nickname
33,단짝 친구,best friend
34,천사,angel
35,평사를 받다,to receive evaluation
36,서울월드컵경기장,Seoul World Cup Stadium
37,축구장,soccer field
38,관람하다,to watch; view
39,내,throughout
40,응원하다,to cheer
41,함성,cry; shout
42,가득하다,to be full; crammed
43,은메달,silver medal
44,시상대,podium; victory stand
45,억울하다,to be unfair; falsely accuse
46,순간,moment; instant
47,미끄러지다,to slip
48,일등을 놓치다,to miss first place
49,훌륭하다,to be excellent; magnificent
50,최선을 다하다,to do one's best
51,결과를 받아들이다,to accept the outcome
52,중시하다,to put stress on
53,태도,attitude
54,바람직하다,to be desirable
55,스포츠 정신,sportsmanship
56,과정,process
57,분명하다,to be clear; distinct
58,충분히,enough
59,연결되다,to connect
60,청취자,audience; listeners
61,제격,build; physique
62,길고 짧은 건 대 봐야 안다,to real value of something can only be judge from practical experience or results and not from appearance or theory
63,유리하다,to have an advantage; to be favorable
64,기술을 쓰다,to use one's skill
65,버티다,to endure; hold out
66,균형을 잃다,to lose one's balance
67,확신하다,to be convinced; believe strongly
68,당연히,naturally; of course
69,상대방,the opposing party; team
70,예상,expectation; anticipation
71,팔씨름,arm wrestling
72,의미하다,to signify
73,합치다,to combine; join
74,즉,in other words
75,뜻,meaning; sense
76,인원,the number of
77,각각,each; respectively
78,발로 차다,to kick
79,골문,goal
80,넘겨주다,to handover; turnover
81,무승부,to tie; draw
82,진행,progress
83,종목,event
84,구성,composition
85,상품,product; goods
86,모래판,sandpit
87,깔리다,to be buried; pinned
88,샅바,thigh band
89,손잡이,handle; grip
90,끈,string; cord
91,쓰러뜨리다,to overthrow; subvert
92,닿다,to touch; drag in
93,황소,bull; ox
94,규모,scale; size
